Name,Age,Nationality,Overall,Potential,Position
K. Mizunuma,28,Japan,67,67,RM
S. Jamieson,29,Australia,67,67,LB
R. Grange,29,France,67,67,RM
D. Nazarov,28,Azerbaijan,67,67,ST
C. Robles,26,Colombia,67,71,CDM
M. Akba?,28,Turkey,67,67,CB
J. Eggestein,20,Germany,67,81,RW
P. Bouby,34,France,67,67,LCB
V. Berisha,24,Norway,67,70,LM
Sérgio Marakis,26,Portugal,67,69,CDM
N. Rubio,23,Colombia,67,76,CAM
Xande Silva,21,Portugal,67,77,ST
Claudio Silbeiro,34,Brazil,67,67,ST
S. Marzo,27,Belgium,67,67,RB
G. Villagra,36,Chile,67,67,CM
Carlos Abad,23,Spain,67,77,GK
M. Prévot,21,France,67,79,GK
C. Maguire,29,Scotland,67,67,CAM
F. Serrarens,27,Netherlands,67,68,LS
K. Løkberg,26,Norway,67,70,RCM
S. Scherder,25,Germany,67,69,CB
Venanzio Meirás,30,Brazil,67,67,ST
João Pedro,25,Brazil,67,70,ST
L. Duarte,27,Netherlands,67,67,RM
Quintanilla,27,Spain,67,69,RCB
E. Carvajal,29,Chile,67,67,CDM
T. Fosu,22,England,67,75,CAM
L. Caicedo,22,Colombia,67,74,RDM
Néstor Albiach,25,Spain,67,69,CAM
A. DeLaGarza,30,Guam,67,67,RB
A. Durak,31,Turkey,67,67,CDM
T. Haye,23,Netherlands,67,71,CM
Jaílson,22,Brazil,67,78,CDM
J. Steele,27,England,67,70,GK
P. Vlachodimos,26,Greece,67,67,LM
D. Bohar,26,Slovenia,67,67,RM
H. Elhouni,24,Libya,67,72,LW
O. Mihálik,21,Czech Republic,67,75,ST
L. Nestor,29,France,67,68,CB
J. Thomassen,30,Norway,67,67,LB
S. Lewerenz,27,Germany,67,67,LM
V. Marchetti,20,France,67,77,LB
G. Lódico,20,Argentina,67,79,CM
Leandro,25,Brazil,67,69,LM
R. Colclough,23,England,67,73,LM
J. Ampuero,31,Chile,67,67,RCB
Dani Romera,22,Spain,67,75,ST
C. Acuña,30,Paraguay,67,67,ST
A. Radovanovi?,24,Serbia,67,71,RCB
W. Moimbé-Tahrat,29,France,67,67,LB
R. de Boer,20,Netherlands,67,78,GK
N. Julan,21,France,67,78,ST
T. Ebner,26,Austria,67,68,RCM
A. Vindheim,22,Norway,67,74,RB
L. Acevedo,26,Argentina,67,70,RCB
S. Zúñiga,28,Chile,67,67,RDM
T. Vlietinck,20,Belgium,67,79,RM
E. Friberg,32,Sweden,67,67,LCM
A. Oshilaja,25,England,67,71,RB
G. Herrera,34,Argentina,67,67,ST
J. Nyholm,24,Sweden,67,73,CB
D. Nishi,30,Japan,67,67,RB
Nadjack,24,Guinea Bissau,67,72,RB
K. Broadfoot,33,Scotland,67,67,RCB
K. Omori,26,Japan,67,67,LM
K. Begois,36,Belgium,67,67,GK
Alemão,31,Brazil,67,67,CB
T. Asta-Buruaga,21,Chile,67,76,RCB
K. Azamoum,28,France,67,67,CDM
A. Mozo,21,Mexico,67,74,RB
A. Gilbey,23,England,67,74,LCM
S. Nagasawa,29,Japan,67,67,ST
Jorge Fellipe,29,Brazil,67,67,CB
M. Rutten,25,Netherlands,67,70,RB
Neris,26,Brazil,67,72,RCB
Moon Chang Jin,24,Korea Republic,67,70,RM
J. Mena,29,Colombia,67,68,CB
C. Espinosa,35,Chile,67,67,CAM
A. Nkaka,22,Belgium,67,74,LDM
Álvaro Tejero,21,Spain,67,77,RB
F. Concas,31,Italy,67,67,RM
A. Co?elev,24,Moldova,67,72,GK
D. Kolovos,25,Greece,67,71,CAM
Zhang Yuning,21,China PR,67,74,ST
J. Perch,32,England,67,67,CDM
Rafael de Aseiro,26,Brazil,67,67,GK
I. Niane,19,Senegal,67,81,ST
J. Anibaba,29,United States,67,67,CB
Iñigo Muñoz,21,Spain,67,79,RW
T. Sana,28,Sweden,67,67,LCM
P. Papp,28,Romania,67,67,CB
T. Tzandaris,25,Greece,67,70,CDM
K. Staude,21,Germany,67,76,LM
A. Oumarou,31,Cameroon,67,67,ST
Lee Bum Young,29,Korea Republic,67,67,GK
I. Kecojevi?,30,Montenegro,67,67,CB
L. Cárdenas,24,Mexico,67,72,GK
L. López,24,Mexico,67,71,CM
A. Sedlar,26,Serbia,67,70,LCB
A. Woodyard,25,England,67,71,RCM
I. Koné,27,France,67,69,CDM
J. Hernández,32,Colombia,67,67,CDM
J. Espinoza,26,Chile,67,67,RB
T. Hamed,29,Egypt,67,67,LDM
L. Dvali,23,Georgia,67,73,LCB
T. Ugajin,30,Japan,67,67,LM
Abraham,32,Spain,67,67,LB
G. Edwards,25,Wales,67,70,RM
J. Zuluaga,25,Colombia,67,71,RB
A. Lundqvist,24,Sweden,67,73,LB
C. Wyke,25,England,67,70,ST
B. Godeau,26,Belgium,67,70,LCB
P. Mullins,26,United States,67,69,ST
T. Sekine,23,Japan,67,72,RM
Zé Turbo,21,Guinea Bissau,67,76,ST
I. Franji?,30,Australia,67,67,RB
M. Boxall,29,New Zealand,67,67,RCB
J. Schoop,29,Denmark,67,67,LCM
C. Traoré,26,Mali,67,68,LB
J. Williams,30,United States,67,67,LCB
A. Jackson,24,England,67,75,CB
L. Povea,24,Chile,67,73,CM
S. Ngom,25,Senegal,67,71,ST
Adaílton,27,Brazil,67,67,ST
A. Bell,24,England,67,74,LB
B. Galloway,22,England,67,72,LB
F. Bravo,24,Argentina,67,74,CDM
Rubén Yáñez,24,Spain,67,72,GK
H. Belkebla,24,Algeria,67,73,LDM
Y. Mut?,29,Japan,67,67,RS
P. Frattali,32,Italy,67,67,GK
Yu Dabao,30,China PR,67,67,RCB
C. Noone,30,England,67,67,RM
D. Kempe,32,Germany,67,67,LWB
J. Thomsen,36,Denmark,67,67,RB
Derik,25,Spain,67,71,CDM
N. Lomb,24,Germany,67,72,GK
S. Traut,33,Germany,67,67,RM
J. Ryan,29,Republic of Ireland,67,67,CM
J. Morris,26,England,67,67,LM
S. Goss,22,Germany,67,75,CM
S. Aytaç,26,Turkey,67,68,LB
K. Miyoshi,21,Japan,67,76,RW
J. Opoku,28,Netherlands,67,67,RW
S. Sutter,32,Switzerland,67,67,RB
R. Vloet,23,Netherlands,67,72,CAM
I. Depe,25,Turkey,67,68,RM
S. Campo,22,Switzerland,67,76,CAM
G. Gotti,24,Argentina,67,72,ST
Zhao Mingjian,30,China PR,67,67,RB
V. Rennella,29,France,67,67,ST
Nacho,25,Spain,67,70,RM
Ícaro,29,Brazil,67,67,RCB
A. Crawford,26,Scotland,67,68,LCM
A. Ajeti,24,Albania,67,71,RCB
I. Vetokele,26,Angola,67,69,ST
B. Aloé,24,France,67,75,RCB
B. Véjar,22,Chile,67,75,LM
M. Al Kuwaykibi,23,Saudi Arabia,67,72,RM
Z. Ismail,24,England,67,70,RM
A. Fletcher,22,England,67,74,ST
A. Martinelli,25,Switzerland,67,70,CDM
K. Henry,35,England,67,67,RDM
L. Guwara,22,Germany,67,77,LB
Sancet,18,Spain,67,82,CM
Mandi,29,Spain,67,67,LCM
M. Sarr,24,France,67,73,LB
S. Hefti,20,Switzerland,67,79,RCB
C. Monschein,25,Austria,67,70,LM
L. Belingheri,35,Italy,67,67,CM
M. Lovera,19,Argentina,67,80,CAM
J. Nerwinski,23,United States,67,73,RB
M. Turner,34,England,67,67,LCB
Cesinha,28,Brazil,67,67,RW
M. Escudero,29,Argentina,67,68,CB
J. Rivas,33,Mexico,67,67,CB
S. Szyma?ski,19,Poland,67,84,CAM
E. K?l?nç,23,Turkey,67,72,LM
Jon Erice,31,Spain,67,67,LDM
F. Sears,28,England,67,67,LM
Kang Min Soo,32,Korea Republic,67,67,RCB
P. Lienhart,21,Austria,67,77,CB
T. Miller,25,United States,67,73,GK
R. Fennell,29,United States,67,67,RCB
M. Ibáñez,31,Argentina,67,67,GK
A. Arrighini,28,Italy,67,67,LS
J. Cádiz,22,Venezuela,67,73,ST
L. Kozák,29,Czech Republic,67,67,ST
T. Hoban,24,Republic of Ireland,67,70,CB
B. Romero,27,Argentina,67,68,ST
G. Togni,20,Argentina,67,78,LW
R. Perticone,31,Italy,67,67,LB
K. Kitagawa,21,Japan,67,74,RS
G. Tello,25,Chile,67,70,LM
I. Pallas,35,Uruguay,67,67,CB
B. Carvallo,21,Chile,67,78,CAM
J. Hesketh,22,England,67,78,RM
J. Clément,33,France,67,67,CDM
C. Songkrasin,24,Thailand,67,70,LW
Quim Araujo,30,Spain,67,67,CAM
K. Hause,22,England,67,78,CB
D. Quiñónes,22,Colombia,67,74,LM
T. Wachsmuth,31,Germany,67,67,CB
J. Harvey,34,United States,67,67,LB
Hwang Ki Wook,22,Korea Republic,67,74,CDM
K. Pusch,25,Germany,67,70,CAM
K. Ota,30,Japan,67,67,LB
M. Mouandilmadji,20,Chad,67,78,ST
J. McCarthy,22,England,67,75,RB
André Bahia,34,Brazil,67,67,CB
B. Kopplin,29,Germany,67,67,LB
S. Contessa,28,Italy,67,67,LWB
J. Löhmannsröben,27,Germany,67,69,RDM
T. Rowe,29,England,67,67,LM
M. R?du?,28,Romania,67,67,LM
M. Hamdaoui,25,Netherlands,67,70,LM
I. Bandalovski,31,Bulgaria,67,67,RB
D. Bamba,23,Ivory Coast,67,72,ST
H. Berríos,31,Chile,67,67,RB
M. El Allouchi,23,Morocco,67,72,LM
M. Barreto,27,France,67,68,CAM
F. Tardieu,26,France,67,70,LDM
A. Barbaro,26,Argentina,67,68,LM
C. Verdonk,21,Netherlands,67,74,LB
A. Blondell,24,Venezuela,67,74,ST
Eddy Silvestre,25,Azerbaijan,67,71,CDM
Z. MacMath,26,United States,67,68,GK
M. Sao,28,France,67,67,RM
T. Bingöl,25,Turkey,67,70,RM
M. Busch,23,Germany,67,72,RB
T. Cantwell,20,England,67,78,CAM
Xiao Zhi,33,China PR,67,67,RS
B. Smith,24,Australia,67,72,LB
E. Suagher,25,Italy,67,70,RCB
C. Flórez,23,Colombia,67,71,LB
T. Ebuehi,22,Nigeria,67,72,RB
Kaio Aldair,26,Brazil,67,67,RB
I. Groothuizen,21,Netherlands,67,75,GK
Provencio,30,Spain,67,67,CM
Jairo Morillas,24,Spain,67,72,ST
M. Al Fatil,26,Saudi Arabia,67,71,RCB
T. Deng,21,Australia,67,72,RCB
D. Lamkel Zé,21,Cameroon,67,75,CAM
V. Luchkevych,22,Ukraine,67,73,RM
J. Edmundsson,26,Faroe Islands,67,67,RM
G. Long,24,England,67,72,GK
J. Radoevi?,24,Croatia,67,73,CDM
M. Pennington,23,England,67,76,LCB
Z. Ondráek,29,Czech Republic,67,67,ST
C. Remmer,25,Denmark,67,71,RB
L. Slagveer,24,Netherlands,67,70,RM
F. Lewis,25,Netherlands,67,70,RB
M. Rivoredo,26,Paraguay,67,67,CM
J. Vásquez,30,Colombia,67,67,CDM
M. Svilar,18,Belgium,67,84,GK
J. Jeggo,26,Australia,67,70,CDM
G. Navarrete,23,Chile,67,74,CAM
Alemão,27,Brazil,67,69,RCB
Y. Coulibaly,23,Burkina Faso,67,73,LB
F. Saavedra,32,Chile,67,67,CM
R. Framberger,22,Germany,67,75,RB
J. Vargas,20,Chile,67,77,CF
S. Aluko,29,Nigeria,67,67,RW
M. Power,24,England,67,72,RDM
S. Pasa,24,Italy,67,74,CM
F. Valot,25,France,67,70,RM
J. Kalla,31,Germany,67,67,RB
S. Chhetri,33,India,67,67,LS
Bicho,22,Spain,67,75,CAM
M. Parensen,32,Germany,67,67,LB
R. Manning,22,Republic of Ireland,67,75,LCM
Rodri Tarín,21,Spain,67,75,CB
A. Mbekile,31,South Africa,67,67,RB
R. Arias,25,Uruguay,67,68,LCB
S. Singh,19,New Zealand,67,79,CAM
L. Schweers,22,Germany,67,73,RCB
H. Hansson,25,Faroe Islands,67,68,LCM
J. Whatmough,22,England,67,80,RCB
H. Cummings,26,Panama,67,68,LCB
T. Kløve,27,Denmark,67,67,RCM
E. Mosquera,27,Colombia,67,67,LB
G. Di Chiara,24,Italy,67,72,LB
João Silva,28,Portugal,67,67,ST
N. Solís,24,Argentina,67,73,LM
J. Monreal,22,Chile,67,76,ST
W. Cartagena,23,Peru,67,73,CDM
G. Itter,19,Germany,67,85,LB
Bruno Costa,21,Portugal,67,76,CM
D. Dervite,29,France,67,67,CB
Lee Jong Sung,25,Korea Republic,67,71,CB
E. Palomino,32,Colombia,67,67,LM
R. Lindkvist,28,Sweden,67,67,LWB
V. Kostevych,25,Ukraine,67,68,LB
D. Rowe,26,England,67,67,RM
Diego Maurício,27,Brazil,67,67,LM
M. Guidone,32,Italy,67,67,ST
B. Jones,31,England,67,67,RB
S. Ishizaki,36,Sweden,67,67,RM
B. van Hintum,31,Netherlands,67,67,LB
E. Brítez,26,Argentina,67,70,RCB
S. Aresti,32,Italy,67,67,GK
W. Pacheco,23,Colombia,67,75,RB
K. Fisker,30,Denmark,67,67,CM
P. Förster,23,Germany,67,74,LDM
T. Rogne,28,Norway,67,68,CB
B. Rymaniak,28,Poland,67,67,RB
R. McGowan,28,Australia,67,67,CB
D. Bingham,28,United States,67,69,GK
S. Bradley,26,England,67,68,LCB
Tiago Gomes,31,Portugal,67,67,LB
D. Marsura,24,Italy,67,71,ST
S. Zurbriggen,28,Argentina,67,67,RCB
N. Valentini,29,Argentina,67,67,CB
S. Field,20,England,67,82,CM
C. Seitz,31,United States,67,67,GK
A. Winter,31,Switzerland,67,67,RM
L. Azouni,24,Tunisia,67,71,RM
K. Larsen,25,Denmark,67,71,LCB
J. Coppinger,37,England,67,67,LW
L. Feeney,31,England,67,67,RM
K. Cissé,29,Guinea,67,67,ST
H. Martínez,31,Chile,67,67,CB
C. Townsend,25,England,67,71,LB
L. Delgado,37,Colombia,67,67,GK
F. Heerkens,28,Netherlands,67,67,RCB
T. Dierckx,23,Belgium,67,72,RM
L. Rolón,23,Argentina,67,75,RM
J. De la Cuesta,35,Colombia,67,67,CB
J. Martínez,31,Mexico,67,67,RB
J. Spearing,29,England,67,67,RCM
J. Edwards,27,England,67,67,CM
J. Gonzalez,23,United States,67,77,GK
K. Karami,28,Morocco,67,67,RB
N. Lozano,24,Colombia,67,72,LCB
L. Camp,33,Northern Ireland,67,67,GK
L. Hyam,26,England,67,68,CM
O. Vásquez,28,Colombia,67,67,CAM
M. Polster,25,United States,67,72,RB
Ribamar,21,Brazil,67,78,ST
R. Sandoval,23,Peru,67,76,RW
Gonzalo Verdú,29,Spain,67,67,RCB
A. Halliday,26,Scotland,67,68,LB
T. Casasola,22,Argentina,67,75,RM
J. Stojanovi?,26,Serbia,67,69,CAM
J. Buri?,31,Bosnia Herzegovina,67,67,GK
H. Stengel,22,Norway,67,75,LCM
Paolo Fernandes,19,Spain,67,78,RM
Rufo,25,Spain,67,71,CAM
T. Hysén,36,Sweden,67,67,ST
Yun Suk Young,28,Korea Republic,67,67,RCM
J. Forster-Caskey,24,England,67,74,CM
N. Palacios,26,Colombia,67,70,CDM
Jhonnattann,28,Brazil,67,67,LM
D. Efremov,23,Russia,67,72,RM
B. San Juan,24,Chile,67,73,CB
R. Henry,20,England,67,77,LB
B. Baningime,19,DR Congo,67,81,CDM
Zhao Xuri,32,China PR,67,67,RDM
K. Luijckx,32,Netherlands,67,67,LCB
Tiago Caeiro,34,Portugal,67,67,ST
S. Moreo,25,Italy,67,71,ST
L. Maciel,22,Argentina,67,75,CDM
M. Gibbs-White,18,England,67,86,CM
Ibson Melo,28,Brazil,67,67,LM
D. De Silva,21,Australia,67,78,CAM
N. Hagglund,25,United States,67,71,CB
G. Gutiérrez,28,Colombia,67,67,LB
D. Nikolaou,19,Greece,67,77,CB
J. Valencia,23,Ecuador,67,73,RM
K. Nagasawa,26,Japan,67,67,RCM
I. Yagan,28,Armenia,67,67,LM
A. Bruce,33,Northern Ireland,67,67,CB
M. Bokadi,26,DR Congo,67,71,CDM
Cleylton,25,Brazil,67,71,CB
Ilsinho,32,Brazil,67,67,RM
G. Moncini,22,Italy,67,75,ST
M. Jarvis,32,England,67,67,LM
F. Carvalho,24,Uruguay,67,73,LCB
Iban Salvador,22,Equatorial Guinea,67,75,CAM
Ricardo Machado,29,Portugal,67,67,RCB
M. Vigorito,28,Italy,67,67,GK
S. Gallucci,27,Argentina,67,69,RDM
F. Manzano,24,Chile,67,74,CDM
B. Sweat,26,United States,67,68,LB
V. Rodi?,24,Montenegro,67,70,RM
M. El Hankouri,21,Morocco,67,74,LW
M. Figueroa,35,Honduras,67,67,LB
Hicham,20,Morocco,67,78,RM
M. ?ovilo,32,Serbia,67,67,CB
G. Hamer,21,Netherlands,67,76,RCM
P. Kammerbauer,21,Germany,67,77,CDM
N. Ramos,36,Colombia,67,67,GK
A. Grant,31,England,67,67,CDM
M. Gómez,19,Argentina,67,79,LM
Javi Sánchez,21,Spain,67,79,CB
L. Brattan,28,Australia,67,67,CDM
H. Jimenez,29,United States,67,67,LB
V. Vermeij,23,Netherlands,67,71,ST
S. Muroya,24,Japan,67,71,RB
P. Michorl,23,Austria,67,78,LCM
F. N'Goma,25,France,67,70,LM
M. Lekven,30,Norway,67,67,CM
R. Tafazolli,26,England,67,68,LCB
F. Telechea,36,Argentina,67,67,ST
J. Hergault,32,France,67,67,RB
T. Loska,22,Poland,67,75,GK
L. Geminiani,27,Argentina,67,68,RB
G. Arteaga,19,Mexico,67,75,LB
C. Del Grosso,35,Italy,67,67,LB
D. Srbeny,24,Germany,67,71,ST
R. Meara,27,Republic of Ireland,67,69,GK
E. Acolatse,22,Netherlands,67,72,LM
M. Garrido,32,Argentina,67,67,LM
C. Burke,34,Scotland,67,67,RM
B. Vides,25,Argentina,67,72,ST
L. Comas,23,Argentina,67,73,LM
Benito,22,Spain,67,75,LM
J. Martinez,21,Chile,67,75,CM
Fali,24,Spain,67,73,CDM
Chus Herrero,34,Spain,67,67,CB
Kim Oh Gyu,29,Korea Republic,67,67,RCB
U. Rivas,22,Mexico,67,73,CM
C. Lizarazo,27,Colombia,67,67,CAM
D. Braaten,36,Norway,67,67,RW
Lazo,22,Spain,67,75,LM
L. Mago,23,Venezuela,67,73,LB
A. Bannink,28,Netherlands,66,66,RM
S. Wootton,26,England,66,69,CB
H. Mojica,25,Colombia,66,70,CAM
T. McNamara,27,United States,66,66,RCM
Kwak Tae Hwi,36,Korea Republic,66,66,CB
C. Martins Pereira,21,Luxembourg,66,78,LDM
O. Bogle,24,England,66,70,ST
N. Devlin,24,Scotland,66,68,RB
M. Marras,24,Italy,66,68,RW
B. Godfrey,20,England,66,79,CDM
D. de Wit,20,Netherlands,66,75,CM
José Carlos,22,Spain,66,76,CB
M. Sordell,27,England,66,66,RM
S. Carrasco,29,United States,66,66,CDM
M. Gelabert,36,Argentina,66,66,CDM
H. Watanabe,30,Japan,66,66,RCB
K. Rodrigues Pires,26,Portugal,66,67,CDM
B. Manuel,21,Belgium,66,74,RW
Álex López,24,Spain,66,71,ST
L. Cabezas,32,Colombia,66,66,ST
A. Bussaglia,21,Italy,66,76,LW
L. Copete,29,Nicaragua,66,66,LCB
M. Crimi,28,Italy,66,66,LCM
D. Toia,26,United States,66,68,LB
D. Bakker,23,Netherlands,66,70,CDM
Lucas,25,Brazil,66,70,RCB
Neto Borges,21,Brazil,66,75,LB
D. Frare,22,Italy,66,74,CB
C. Rivas,24,Colombia,66,73,ST
B. Straalman,21,Netherlands,66,72,LCB
T. Chalobah,18,England,66,81,LDM
K. Jó?wiak,20,Poland,66,84,LM
U. Bangura,30,Sierra Leone,66,66,CB
P. Strand,23,Norway,66,72,LW
F. Ahmadzadeh,25,Iran,66,67,RM
K. Engel,29,Kazakhstan,66,66,LB
A. Straith,27,Canada,66,66,LCB
Y. Rivera,29,Colombia,66,66,LM
K. Opseth,28,Norway,66,66,ST
J. Naismith,24,Scotland,66,72,RB
Evander,20,Brazil,66,81,CAM
Íñigo López,35,Spain,66,66,LCB
E. Correa,25,Colombia,66,69,ST
M. Steinmann,23,Germany,66,73,CDM
Y. Toyoda,33,Japan,66,66,ST
E. Atuesta,21,Colombia,66,80,CM
A. Abeid,20,Mauritania,66,74,LB
P. Barrios,28,Argentina,66,68,CB
H. Pertuz,29,Colombia,66,66,RCB
F. Strauss,23,Austria,66,71,CB
R. Schwartz,28,Denmark,66,66,ST
F. Moyano,20,Argentina,66,79,RDM
C. Kum,32,Germany,66,66,RB
M. Albertazzi,27,Italy,66,66,LB
B. Santalab,35,Australia,66,66,ST
F. Nordkvelle,32,Norway,66,66,CM
David Haro,27,Spain,66,66,LW
Jadson,26,Brazil,66,68,CB
João Gabriel,29,Brazil,66,66,CB
J. Villarreal,24,United States,66,71,CF
T. Thompson,22,United States,66,70,RM
Reinildo,24,Mozambique,66,70,LB
Z. Flemming,19,Netherlands,66,78,CAM
A. Forde,24,Republic of Ireland,66,69,RM
F. Olinga,22,Cameroon,66,73,LM
Gaspar,20,Spain,66,74,LM
H. Okuno,28,Japan,66,66,LCM
Y. Takahashi,33,Japan,66,66,LDM
M. Miri?,31,Serbia,66,66,RCM
K. Vassell,25,Northern Ireland,66,70,ST
Rafa Páez,23,Spain,66,71,LCB
D. Dianessy,22,France,66,73,CAM
R. McGree,19,Australia,66,77,RCM
J. Goossens,29,Netherlands,66,66,CAM
G. Acosta,26,Mexico,66,67,LM
M. Ihiekwe,25,England,66,68,RCB
J. Wildsmith,22,England,66,76,GK
R. Burke,21,England,66,76,LCB
N. Larsen,27,Denmark,66,69,GK
A. Al Ghamdi,23,Saudi Arabia,66,72,RM
Manu García,27,Spain,66,70,GK
J. Keita,19,Guinea,66,78,LW
D. Adorni,25,Italy,66,70,LCB
C. Gutiérrez,21,Canada,66,78,LB
Ha Chang Rae,23,Korea Republic,66,72,RCB
S. Kiyine,20,Morocco,66,79,CM
E. Eze,21,Nigeria,66,77,ST
M. Ødegaard,25,Norway,66,71,RCB
V. Rankovi?,25,Germany,66,70,RB
Pedro Chirivella,21,Spain,66,75,CM
A. Al Obaid,25,Saudi Arabia,66,70,LB
B. Gimber,21,Germany,66,77,LCB
Theo Ryuki,22,Japan,66,73,CAM
Miranda,18,Spain,66,81,LB
B. Inman,26,Australia,66,66,LM
Aridai,29,Spain,66,66,RM
C. Lenz,23,Germany,66,72,LB
Sun Jie,26,China PR,66,70,LCB
B. Rovira,21,Colombia,66,79,RDM
R. Pirrello,22,Italy,66,76,CB
G. Vlijter,21,Suriname,66,72,LW
Álex Díez,22,Spain,66,75,RB
N. Dumitru,26,Italy,66,66,LM
K. Al Ghamdi,30,Saudi Arabia,66,66,RB
M. Boyle,25,Australia,66,69,RM
D. Saddiki,21,Netherlands,66,73,CDM
S. Franklin,33,United States,66,66,RB
S. Ingelsson,20,Sweden,66,78,CM
Josimar Feijoo,26,Brazil,66,66,CDM
S. Diaz,22,Chile,66,74,CDM
Manu Vallejo,21,Spain,66,80,LM
Lee Sang Ho,31,Korea Republic,66,66,CM
F. Kurto,27,Poland,66,68,GK
A. Witry,22,Norway,66,71,RB
L. Varney,35,England,66,66,LS
Valverde,33,Spain,66,66,RM
H. Taniguchi,33,Japan,66,66,CB
J. Blåbjerg,23,Denmark,66,72,CB
J. Emmanuel,20,England,66,74,RB
N. Gauna,26,Argentina,66,67,LM
P. Ková?,32,Czech Republic,66,66,GK
F. Holst,23,Denmark,66,71,RB
B. Barker,21,England,66,73,LM
L. Trotter,29,England,66,66,LCM
F. Narsingh,30,Netherlands,66,66,RM
D. Gustavsson,27,Sweden,66,66,LM
C. Dajome,24,Colombia,66,71,LS
M. Trapp,26,Germany,66,67,LCB
A. Mintzel,36,Germany,66,66,LB
M. Piossek,28,Poland,66,66,RM
Borja Granero,28,Spain,66,67,CDM
Son Jeong Hyeon,26,Korea Republic,66,70,GK
Kim Sung Ju,27,Korea Republic,66,66,LM
C. Dieng,24,Senegal,66,68,RW
L. Sinisterra,19,Colombia,66,79,RW
M. Cabit,25,France,66,71,LB
O. Wijndal,18,Netherlands,66,80,LB
N. Vujadinovi?,31,Montenegro,66,66,LCB
M. Dela?,25,Croatia,66,69,GK
D. Herner,34,Argentina,66,66,RCB
M. Hilßner,23,Germany,66,75,RM
Beto da Silva,21,Peru,66,76,LW
Bastos,26,Spain,66,69,RB
D. Jastrzembski,18,Germany,66,84,LW
F. Farnolle,33,Benin,66,66,GK
M. Lorenz,29,Germany,66,66,LM
K. Kallaste,29,Estonia,66,66,LB
N. Opoku,20,Ghana,66,80,CB
S. A?çay,36,Turkey,66,66,CDM
M. Wassey,30,Canada,66,66,CM
P. Micin,19,Serbia,66,83,RW
M. Crépeau,24,Canada,66,72,GK
J. Helmer,20,Netherlands,66,75,LW
C. Doudin,31,Switzerland,66,66,CAM
M. Mak,26,Poland,66,66,RM
S. Sharahili,28,Saudi Arabia,66,66,CDM
N. Datkovi?,25,Croatia,66,71,LCB
E. Lancini,24,Italy,66,71,CB
Jailson Acuna,30,Brazil,66,66,GK
P. Pawlett,27,Scotland,66,66,RM
J. Hardeveld,23,Netherlands,66,70,CB
J. Kliment,24,Czech Republic,66,70,ST
R. Goreux,30,Haiti,66,66,RB
C. Vargas,19,Mexico,66,76,LB
A. Fuenmayor,21,Venezuela,66,75,RCB
R. Åhman Persson,31,Sweden,66,66,LDM
M. Slavov,27,Ukraine,66,66,ST
Lee Chan Dong,25,Korea Republic,66,69,LCM
D. Szyma?ski,23,Poland,66,74,RCM
S. Stolze,23,Germany,66,72,RAM
B. Tekpetey,20,Ghana,66,76,RM
F. El Mellali,21,Algeria,66,74,RW
M. Doughty,25,Wales,66,69,CM
M. Szczepaniak,27,Poland,66,66,ST
A. Martínez,24,Chile,66,71,LM
T. Teniste,30,Estonia,66,66,RB
G. Korte,24,Netherlands,66,68,LM
B. Alnwick,31,England,66,66,GK
D. Acosta,20,United States,66,79,LB
B. Manu,21,Germany,66,75,LM
Jin Seong Wook,24,Korea Republic,66,73,ST
S. Akasaki,26,Japan,66,66,ST
S. N'Guessan,23,Ivory Coast,66,72,LDM
A. Angoula,37,France,66,66,CB
K. Pedersen,25,Denmark,66,71,LCB
J. Brayford,30,England,66,66,RCB
S. Suciu,28,Romania,66,66,CM
M. Ricci,24,Italy,66,70,CM
Morillas,31,Spain,66,66,LB
K. Andersen,32,Belgium,66,66,CAM
F. Varela,22,Argentina,66,75,CAM
Júnior Negão,31,Brazil,66,66,ST
F. Casarini,28,Italy,66,66,CM
J. Omolo,28,Kenya,66,66,CDM
C. Chapman,23,Australia,66,71,LCM
Rúben Oliveira,23,Portugal,66,73,CAM
S. Lizana,25,Chile,66,68,CAM
K. Hidalgo,22,Chile,66,71,CB
J. Mackie,32,Scotland,66,66,ST
Han Seung Gyu,21,Korea Republic,66,74,LM
Narcisso Mau,30,Brazil,66,66,LB
L. Reis,18,Netherlands,66,79,RDM
C. Gomes,17,France,66,84,CDM
L. Angulo,22,Colombia,66,73,LCM
E. Domaschke,32,Germany,66,66,GK
M. Nizam,27,Turkey,66,66,LB
B. Halloran,26,Australia,66,67,RW
P. Möschl,25,Austria,66,68,RW
M. Milec,26,Slovenia,66,67,RB
F. Bambock,23,France,66,70,CDM
S. Vasiliadis,20,Germany,66,77,CAM
Rui Silva,22,Portugal,66,76,RB
T. van de Looi,18,Netherlands,66,78,CM
M. Orozco,32,United States,66,66,RCB
M. N'Doye,26,Senegal,66,68,LCM
E. Sarraj,28,Saudi Arabia,66,66,ST
Fabio,29,Brazil,66,66,LCB
J. Graham,23,England,66,71,LM
E. Farias,29,Chile,66,66,CDM
Mica Pinto,25,Portugal,66,68,LB
J. Tanaka,30,Japan,66,66,LM
B. Whiteman,22,England,66,71,CDM
Nazario Serpe,26,Brazil,66,66,CDM
I. Arce,26,Argentina,66,69,GK
R. Hollingshead,27,United States,66,67,LB
Botelhinonsa,30,Brazil,66,66,RB
Lim Chan Wool,23,Korea Republic,66,72,RW
